  2.2689280275926285e+000	  1.0125821802004463e-002	
  2.2863813201125716e+000	  7.8324887547603327e-003	
  2.3038346126325147e+000	  6.0030284529523706e-003	
  2.3212879051524582e+000	  4.5573965209731518e-003	
  2.3387411976724017e+000	  3.4261396550205885e-003	
  2.3561944901923448e+000	  2.5497159533266708e-003	
  2.3736477827122879e+000	  1.8776883121435319e-003	
  2.3911010752322315e+000	  1.3678406861523627e-003	
  2.4085543677521746e+000	  9.8526045548336084e-004	
  2.4260076602721181e+000	  7.0142302467182053e-004	
  2.4434609527920612e+000	  4.9330751742511568e-004	
  2.4609142453120048e+000	  3.4256537816295052e-004	
  2.4783675378319479e+000	  2.3475712881761970e-004	
  2.4958208303518914e+000	  1.5866666480968827e-004	
  2.5132741228718345e+000	  1.0569744202961562e-004	
  2.5307274153917776e+000	  6.9350774231650950e-005	
  2.5481807079117211e+000	  4.4783235727538361e-005	
  2.5656340004316642e+000	  2.8437807434109925e-005	
  2.5830872929516078e+000	  1.7741837981844327e-005	
  2.6005405854715509e+000	  1.0864013156662085e-005	
  2.6179938779914944e+000	  6.5222194439267255e-006	
  2.6354471705114375e+000	  3.8343292238160067e-006	
  2.6529004630313811e+000	  2.2044080167837607e-006	
  2.6703537555513241e+000	  1.2375395550398470e-006	
  2.6878070480712672e+000	  6.7728780980546861e-007	
  2.7052603405912108e+000	  3.6068836310468965e-007	
  2.7227136331111539e+000	  1.8652394665840106e-007	
  2.7401669256310974e+000	  9.3446706506971369e-008	
  2.7576202181510405e+000	  4.5234271806081065e-008	
  2.7750735106709841e+000	  2.1092656073253003e-008	
  2.7925268031909272e+000	  9.4416515821876259e-009	
  2.8099800957108707e+000	  4.0409007542494595e-009	
  2.8274333882308138e+000	  1.6458855026574358e-009	
  2.8448866807507569e+000	  6.3451590835297770e-010	
  2.8623399732707004e+000	  2.3004103653773550e-010	
  2.8797932657906435e+000	  7.7829295991911581e-011	
  2.8972465583105871e+000	  2.4345430547888882e-011	
  2.9146998508305302e+000	  6.9613042933696808e-012	
  2.9321531433504737e+000	  1.7940602483848067e-012	
  2.9496064358704168e+000	  4.0938234264132222e-013	
  2.9670597283903604e+000	  8.0839769570913679e-014	
  2.9845130209103035e+000	  1.3403955728285260e-014	
  3.0019663134302466e+000	  1.7915188923133348e-015	
  3.0194196059501901e+000	  1.8227623133052038e-016	
  3.0368728984701332e+000	  1.2982215198484214e-017	
  3.0543261909900767e+000	  5.6836741281803208e-019	
  3.0717794835100198e+000	  1.2302769208076641e-020	
  3.0892327760299634e+000	  8.7535890658895417e-023	
  3.1066860685499065e+000	  8.1878424980289950e-026	
  3.1241393610698500e+000	  5.4067350206512732e-031	
  3.1415926535897931e+000	  0.0000000000000000e+000	
