  1.7453292519943295e-002	  5.4067350206516761e-031	
  3.4906585039886591e-002	  8.1878424980282294e-026	
  5.2359877559829890e-002	  8.7535890658895370e-023	
  6.9813170079773182e-002	  1.2302769208075952e-020	
  8.7266462599716474e-002	  5.6836741281803218e-019	
  1.0471975511965977e-001	  1.2982215198483483e-017	
  1.2217304763960307e-001	  1.8227623133051870e-016	
  1.3962634015954636e-001	  1.7915188923132504e-015	
  1.5707963267948966e-001	  1.3403955728285139e-014	
  1.7453292519943295e-001	  8.0839769570913654e-014	
  1.9198621771937624e-001	  4.0938234264132262e-013	
  2.0943951023931953e-001	  1.7940602483848067e-012	
  2.2689280275926285e-001	  6.9613042933696864e-012	
  2.4434609527920614e-001	  2.4345430547888882e-011	
  2.6179938779914946e-001	  7.7829295991910870e-011	
  2.7925268031909273e-001	  2.3004103653773555e-010	
  2.9670597283903605e-001	  6.3451590835296581e-010	
  3.1415926535897937e-001	  1.6458855026574358e-009	
  3.3161255787892263e-001	  4.0409007542495380e-009	
  3.4906585039886595e-001	  9.4416515821874423e-009	
  3.6651914291880922e-001	  2.1092656073252999e-008	
  3.8397243543875254e-001	  4.5234271806080192e-008	
  4.0142572795869580e-001	  9.3446706506971369e-008	
  4.1887902047863912e-001	  1.8652394665840114e-007	
  4.3633231299858244e-001	  3.6068836310468965e-007	
  4.5378560551852570e-001	  6.7728780980546893e-007	
  4.7123889803846902e-001	  1.2375395550398472e-006	
  4.8869219055841229e-001	  2.2044080167837823e-006	
  5.0614548307835561e-001	  3.8343292238160083e-006	
  5.2359877559829893e-001	  6.5222194439267247e-006	
  5.4105206811824214e-001	  1.0864013156661979e-005	
  5.5850536063818546e-001	  1.7741837981844327e-005	
  5.7595865315812877e-001	  2.8437807434109657e-005	
  5.9341194567807209e-001	  4.4783235727538361e-005	
  6.1086523819801541e-001	  6.9350774231650977e-005	
  6.2831853071795862e-001	  1.0569744202961563e-004	
  6.4577182323790194e-001	  1.5866666480968822e-004	
  6.6322511575784526e-001	  2.3475712881761973e-004	
  6.8067840827778858e-001	  3.4256537816295041e-004	
  6.9813170079773179e-001	  4.9330751742511589e-004	
  7.1558499331767511e-001	  7.0142302467182053e-004	
  7.3303828583761843e-001	  9.8526045548336084e-004	
  7.5049157835756175e-001	  1.3678406861523630e-003	
  7.6794487087750507e-001	  1.8776883121435137e-003	
  7.8539816339744828e-001	  2.5497159533266717e-003	
  8.0285145591739160e-001	  3.4261396550206223e-003	
  8.2030474843733492e-001	  4.5573965209731518e-003	
  8.3775804095727824e-001	  6.0030284529523723e-003	
  8.5521133347722156e-001	  7.8324887547603327e-003	
  8.7266462599716477e-001	  1.0125821802004463e-002	
  8.9011791851710809e-001	  1.2974160447182748e-002	
  9.0757121103705141e-001	  1.6479981815614067e-002	
  9.2502450355699473e-001	  2.0757060148463492e-002	
  9.4247779607693793e-001	  2.5930055836412821e-002	
  9.5993108859688125e-001	  3.2133683176219709e-002	
  9.7738438111682457e-001	  3.9511405997110775e-002	
  9.9483767363676789e-001	  4.8213620346759134e-002	
  1.0122909661567112e+000	  5.8395296947729609e-002	
  1.0297442586766545e+000	  7.0213073008937532e-002	
  1.0471975511965979e+000	  8.3821802884209165e-002	
  1.0646508437165410e+000	  9.9370599492730999e-002	
  1.0821041362364843e+000	  1.1699842263826861e-001	
  1.0995574287564276e+000	  1.3682929548839945e-001	
  1.1170107212763709e+000	  1.5896725545023735e-001	
  1.1344640137963142e+000	  1.8349116933878837e-001	
  1.1519173063162575e+000	  2.1044956384671784e-001	
  1.1693705988362009e+000	  2.3985563965134418e-001	
  1.1868238913561442e+000	  2.7168264985528462e-001	
  1.2042771838760875e+000	  3.0585982979463683e-001	
  1.2217304763960306e+000	  3.4226906469718715e-001	
  1.2391837689159739e+000	  3.8074247361807129e-001	
  1.2566370614359172e+000	  4.2106107221121963e-001	
  1.2740903539558606e+000	  4.6295465324465862e-001	
  1.2915436464758039e+000	  5.0610299273697046e-001	
  1.3089969389957472e+000	  5.5013845195587718e-001	
  1.3264502315156905e+000	  5.9465000241297394e-001	
  1.3439035240356338e+000	  6.3918865387352020e-001	
  1.3613568165555772e+000	  6.8327421601396121e-001	
  1.3788101090755203e+000	  7.2640327464416676e-001	
  1.3962634015954636e+000	  7.6805821542795960e-001	
  1.4137166941154069e+000	  8.0771708387272467e-001	
  1.4311699866353502e+000	  8.4486403202996707e-001	
  1.4486232791552935e+000	  8.7900007169166017e-001	
  1.4660765716752369e+000	  9.0965383245044285e-001	
  1.4835298641951802e+000	  9.3639201202679190e-001	
  1.5009831567151235e+000	  9.5882920654065285e-001	
  1.5184364492350668e+000	  9.7663682022994291e-001	
  1.5358897417550099e+000	  9.8955077730371033e-001	
  1.5533430342749532e+000	  9.9737779246781622e-001	
  1.5707963267948966e+000	  1.0000000000000000e+000	
  1.5882496193148399e+000	  9.9737779246781622e-001	
  1.6057029118347832e+000	  9.8955077730371033e-001	
  1.6231562043547265e+000	  9.7663682022994291e-001	
  1.6406094968746696e+000	  9.5882920654065285e-001	
  1.6580627893946129e+000	  9.3639201202679190e-001	
  1.6755160819145563e+000	  9.0965383245044285e-001	
  1.6929693744344996e+000	  8.7900007169165995e-001	
  1.7104226669544429e+000	  8.4486403202996707e-001	
  1.7278759594743862e+000	  8.0771708387272467e-001	
  1.7453292519943295e+000	  7.6805821542795960e-001	
  1.7627825445142729e+000	  7.2640327464416676e-001	
  1.7802358370342162e+000	  6.8327421601396121e-001	
  1.7976891295541593e+000	  6.3918865387352020e-001	
  1.8151424220741026e+000	  5.9465000241297394e-001	
  1.8325957145940459e+000	  5.5013845195587718e-001	
  1.8500490071139892e+000	  5.0610299273697046e-001	
  1.8675022996339325e+000	  4.6295465324465851e-001	
  1.8849555921538759e+000	  4.2106107221121963e-001	
  1.9024088846738192e+000	  3.8074247361807129e-001	
  1.9198621771937625e+000	  3.4226906469719054e-001	
  1.9373154697137058e+000	  3.0585982979463683e-001	
  1.9547687622336489e+000	  2.7168264985528462e-001	
  1.9722220547535922e+000	  2.3985563965134418e-001	
  1.9896753472735356e+000	  2.1044956384671779e-001	
  2.0071286397934789e+000	  1.8349116933878837e-001	
  2.0245819323134224e+000	  1.5896725545023740e-001	
  2.0420352248333655e+000	  1.3682929548839942e-001	
  2.0594885173533086e+000	  1.1699842263826858e-001	
  2.0769418098732522e+000	  9.9370599492731942e-002	
  2.0943951023931957e+000	  8.3821802884209165e-002	
  2.1118483949131388e+000	  7.0213073008937532e-002	
  2.1293016874330819e+000	  5.8395296947729609e-002	
  2.1467549799530250e+000	  4.8213620346759592e-002	
  2.1642082724729685e+000	  3.9511405997110775e-002	
  2.1816615649929121e+000	  3.2133683176219389e-002	
  2.1991148575128552e+000	  2.5930055836412821e-002	
  2.2165681500327983e+000	  2.0757060148463690e-002	
  2.2340214425527418e+000	  1.6479981815614067e-002	
  2.2514747350726849e+000	  1.2974160447182746e-002	
